Currency,Unit,,Description,Q4 09,Q1 10,Q2 10,Q3 10,Q4 10,Q1 11,Q2 11,Q3 11,Q4 11,Q1 12,Q2 12,Q3 12,Q4 12,Q1 13,Q2 13,Q3 13,Q4 13,Q1 14,Q2 14,Q3 14,Q4 14,Q1 15,Q2 15,Q3 15,Q4 15,Q1 16,Q2 16,Q3 16,Q4 16,Q1 17,Q2 17,Q3 17,Q4 17,Q1 18,Q2 18,Q3 18,Q4 18,Q1 19,Q2 19,Q3 19,Q4 19,Q1 20,Q2 20,Q3 20,Q4 20,Q1 21,Q2 21,Q3 21,Q4 21,Q1 22,Q2 22,Q3 22,Q4 22,Q1 23,Q2 23,Q3 23,Q4 23,Q1 24,Q2 24,Q3 24
$,Thousand,,Capital Expenditures,"18,440","19,121","17,532","15,124","18,004","9,134","8,326","4,870","6,785","2,459","8,750","5,753","6,102","6,865","10,013","12,286","16,381","6,899","8,145","13,816","17,664","12,091","16,984","12,516","19,962","16,045","12,156","10,378","20,643","9,080","14,113","12,547","13,303","7,187","11,147","6,148","15,580","8,261","11,540","9,625","12,003","5,646","2,552","5,874","13,528","5,477","9,981","12,970","16,964","10,753","14,594","12,251","14,815","10,196","9,378","5,533","6,825","5,635","6,908","7,454"
$,Thousand,,Capitalized Exploration,"1,370",653,"1,370","1,411",378,509,"1,413",550,820,,,91,584,,"1,319",368,250,418,800,180,,,199,,77,,41,33,275,48,78,119,49,26,23,112,76,17,152,208,153,19,16,272,64,195,258,95,53,72,421,144,200,847,863,"1,503",-419,307,617,752
,,Abstract bold color Indent,Expense Breakdown By Major Categories, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual,,Labour,19%,23%,17%,21%,23%,17%,19%,23%,23%,21%,22%,23%,22%,25%,27%,24%,24%,27%,26%,26%,22%,25%,22%,23%,23%,22%,20%,17%,21%,24%,24%,23%,23%,23%,23%,23%,21%,23%,24%,24%,24%,23%,19%,21%,19%,23%,23%,28%,25%,26%,25%,25%,25%,26%,30%,24%,32%,30%,28%,24%
,Actual,, Contractors,13%,11%,15%,14%,11%,12%,10%,5%,5%,6%,5%,6%,6%,5%,5%,6%,5%,5%,5%,7%,5%,6%,5%,6%,8%,7%,7%,6%,6%,5%,27%,27%,30%,24%,29%,28%,7%,6%,8%,6%,8%,7%,9%,15%,19%,12%,10%,11%,6%,8%,12%,13%,11%,11%,9%,13%,14%,12%,13%,14%
,Actual,,Energy,15%,16%,17%,14%,16%,15%,14%,14%,15%,14%,12%,14%,13%,14%,14%,15%,16%,20%,19%,17%,15%,17%,13%,13%,14%,13%,10%,8%,11%,14%,8%,8%,8%,9%,8%,9%,12%,12%,12%,11%,13%,11%,10%,9%,10%,11%,10%,11%,8%,10%,9%,10%,10%,12%,13%,12%,10%,11%,11%,10%
,Actual,,Chemical,6%,6%,6%,5%,5%,5%,5%,4%,5%,4%,4%,4%,3%,4%,4%,5%,5%,5%,5%,5%,8%,10%,8%,9%,11%,10%,10%,7%,10%,11%,10%,12%,9%,10%,10%,11%,11%,10%,9%,9%,9%,9%,9%,9%,9%,8%,10%,10%,8%,9%,8%,8%,8%,8%,8%,8%,7%,7%,7%,7%
,Actual,,Consumables/Other,47%,44%,45%,46%,45%,51%,52%,54%,52%,55%,57%,53%,56%,52%,50%,50%,50%,43%,45%,45%,50%,42%,52%,49%,44%,48%,53%,62%,52%,46%,31%,30%,30%,34%,30%,29%,49%,49%,47%,50%,46%,50%,53%,46%,43%,46%,47%,40%,53%,47%,46%,44%,46%,43%,40%,43%,37%,40%,41%,45%
,Actual,Bold,Total,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
$,Thousand,,Depreciable Assets, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$,Actual,,Total Cash Costs (US$/oz),596,436,415,690,365,312,299,295,292,278,358,212,295,300,496,428,422,450,481,545,597,357,384,392,417,343,348,343,390,358,373,376,485,539,608,533,518,494,597,745,758,747,862,677,767,838,849,854,888,"1,078","1,383","1,295","1,255","1,116","1,282","1,310","1,210","1,348","1,414","1,531"
,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
